,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country Date
291,cidreira,-30.1811,-50.2056,50.2,76,77,13.35,1626745627
292,puerto escondido,15.85,-97.0667,81.9,75,88,4.03,1626745838
293,stornoway,58.2093,-6.3865,57.16,94,90,4.61,1626745838
294,el triunfo,-1.9333,-79.9667,76.77,78,38,7.07,1626745838
295,rio gallegos,-51.6226,-69.2181,41.05,70,75,9.22,1626745628
296,olavarria,-36.8927,-60.3225,40.23,61,75,7.83,1626745838
297,puerto colombia,10.9878,-74.9547,81.23,87,12,20.0,1626745839
298,quzhou,28.9594,118.8686,86.5,71,85,8.03,1626745839
299,makakilo city,21.3469,-158.0858,88.12,53,40,12.66,1626745839
300,lodja,-3.4833,23.4333,67.62,44,65,0.16,1626745840
301,swan hill,-35.3378,143.5544,51.37,83,100,17.72,1626745840
302,coihaique,-45.5752,-72.0662,44.55,93,75,3.44,1626745699
303,truro,50.2653,-5.0544,65.01,78,1,1.74,1626745840
304,north bend,43.4065,-124.2243,67.91,74,1,18.41,1626745841
305,bubaque,11.2833,-15.8333,81.05,83,77,16.2,1626745742
306,bairiki,1.3292,172.9752,87.8,70,75,5.75,1626745841
307,atbasar,51.8,68.3333,64.58,65,63,11.79,1626745769
308,twentynine palms,34.1356,-116.0542,104.14,19,77,5.99,1626745771
309,kourou,5.1552,-52.6478,78.12,85,94,1.88,1626745842
310,brindisi,40.5833,17.6667,72.48,80,54,9.53,1626745842
311,balkhash,46.844,74.9804,74.01,43,0,8.95,1626745842
312,knyaze-volkonskoye,48.4642,135.4567,84.54,54,39,3.8,1626745842
313,grindavik,63.8424,-22.4338,52.27,100,90,5.75,1626745759
314,olenegorsk,68.15,33.3,46.96,91,100,8.1,1626745843
315,ucluelet,48.9329,-125.5528,76.05,81,0,4.23,1626745817
316,pampas,-12.4,-74.9,48.24,86,98,4.54,1626745843
317,adrar,20.5022,-10.0711,92.01,14,24,10.63,1626745724
318,guerrero negro,27.9769,-114.0611,72.97,73,75,18.75,1626745642
319,coquimbo,-29.9533,-71.3436,49.73,100,75,5.75,1626745844
320,ahualulco,22.4,-101.1667,68.95,55,1,16.73,1626745844
321,tamandare,-8.7597,-35.1047,76.12,82,99,8.19,1626745844
322,bolshaya rechka,51.9503,104.7355,68.27,61,0,4.14,1626745845
323,durango,24.8333,-104.8333,67.37,62,61,4.5,1626745782
324,hay river,60.8156,-115.7999,64.38,72,75,5.75,1626745504
325,buala,-8.145,159.5921,84.4,69,100,7.52,1626745845
326,krasnoselkup,65.7,82.4667,57.38,57,23,5.57,1626745690
327,strezhevoy,60.7333,77.5889,64.38,84,99,7.83,1626745718
328,khatanga,71.9667,102.5,53.62,82,100,4.94,1626745693
329,killybegs,54.6333,-8.45,59.45,93,0,6.17,1626745846
330,caconda,-13.7333,15.0667,53.71,45,3,1.95,1626745846
331,churapcha,62.0025,132.4325,89.33,31,95,9.44,1626745846
332,vestmannaeyjar,63.4427,-20.2734,51.89,92,100,13.76,1626745740
333,kamiiso,41.8167,140.65,79.18,83,75,8.05,1626745847
334,roebourne,-20.7833,117.1333,78.4,32,100,6.24,1626745847
335,longyan,25.1072,117.0225,81.21,79,100,2.98,1626745848
336,santa luzia,-19.7697,-43.8514,65.48,32,0,5.75,1626745848
337,olafsvik,64.8945,-23.7142,51.62,97,100,10.45,1626745758
338,champerico,14.3,-91.9167,83.03,72,80,4.56,1626745848
339,nikolskoye,59.7035,30.7861,62.49,90,1,6.17,1626745630
340,bereda,43.2686,-7.5406,62.01,88,41,0.51,1626745744
341,west bay,19.3667,-81.4167,84.27,82,20,1.01,1626745849
342,sharkan,57.2989,53.8712,67.15,78,54,4.63,1626745850
343,la asuncion,11.0333,-63.8628,82.13,83,98,13.8,1626745850
344,kirkland lake,48.1446,-80.0377,67.03,82,100,3.96,1626745851
345,lingsugur,16.1667,76.5167,73.11,84,100,15.86,1626745851
346,jacareacanga,-6.2222,-57.7528,75.06,49,1,1.23,1626745851
347,hammerfest,70.6634,23.6821,43.25,81,90,21.85,1626745852
348,geraldton,-28.7667,114.6,57.61,88,90,20.71,1626745686
349,dzaoudzi,-12.7887,45.2699,76.89,73,0,11.5,1626745852
350,itacarambi,-15.1022,-44.0919,73.45,44,0,5.39,1626745852
351,homer,59.6425,-151.5483,70.09,69,1,9.22,1626745853
352,henties bay,-22.116,14.2845,56.86,81,0,8.88,1626745754
353,metro,-5.1131,105.3067,82.04,73,23,2.68,1626745848
354,grand-lahou,5.1367,-5.0242,75.87,82,40,11.43,1626745853
355,channel-port aux basques,47.5702,-59.1367,59.2,94,100,15.03,1626745853
356,marawi,7.9986,124.2928,81.84,52,95,5.17,1626745672
357,ahipara,-35.1667,173.1667,59.2,65,42,5.53,1626745644
358,hwange,-18.3693,26.5019,52.84,54,1,3.27,1626745854
359,gonen,40.1049,27.654,73.02,56,0,4.85,1626745854
360,luena,-11.7833,19.9167,47.8,61,46,3.22,1626745854
361,zhezkazgan,47.8043,67.7144,76.93,44,0,2.3,1626745707
362,lipin bor,60.2622,37.9763,58.8,64,96,1.86,1626745855
363,dudinka,69.4058,86.1778,53.78,56,100,8.08,1626745855
364,garowe,8.4054,48.4845,74.86,65,79,23.98,1626745855
365,kibaya,-5.3,36.5667,51.53,77,13,4.79,1626745856
366,shirvan,39.9509,48.8994,78.76,83,0,3.85,1626745856
367,evensk,61.95,159.2333,65.73,55,86,9.13,1626745856
368,deloraine,-41.5333,146.6667,48.99,95,100,6.91,1626745857
369,lincoln,40.8,-96.667,81.84,63,1,8.05,1626745532
370,najran,17.4924,44.1277,81.25,54,100,14.52,1626745857
371,castelfiorentino,43.61,10.9692,74.21,76,7,2.1,1626745857
372,gazimurskiy zavod,51.5461,118.3266,77.34,62,23,6.4,1626745858
373,maxixe,-23.8597,35.3472,63.19,93,16,5.77,1626745858
374,oum hadjer,13.2954,19.6966,76.55,79,100,14.12,1626745858
375,teutonia,-29.4481,-51.8064,45.79,93,0,5.01,1626745858
376,nokaneng,-19.6667,22.2667,45.79,46,0,5.44,1626745859
377,beloha,-25.1667,45.05,67.98,68,100,9.44,1626745684
378,caluquembe,-13.7833,14.6833,53.98,73,2,3.31,1626745859
379,okulovka,58.4008,33.2908,56.68,68,71,4.21,1626745859
380,buzmeyin,38.0507,58.2056,76.73,22,0,4.61,1626745704
381,kavaratti,10.5669,72.642,82.4,76,67,15.9,1626745643
382,mackenzie,55.2999,-123.1698,73.62,38,1,2.06,1626745505
383,shenzhen,22.5455,114.0683,80.83,97,100,12.48,1626745860
384,baykit,61.67,96.37,57.94,91,99,5.64,1626745860
385,hambantota,6.1241,81.1185,77.34,100,20,4.61,1626745669
386,wajir,1.7471,40.0573,72.52,72,89,13.38,1626745861
387,asau,46.4333,26.4,66.4,98,94,1.92,1626745861
388,muyezerskiy,63.9333,31.65,52.95,71,100,9.19,1626745861
389,bomi,7.2461,-11.5258,73.4,98,100,2.84,1626745862
390,igarka,67.4667,86.5833,55.36,54,0,8.14,1626745862
391,skibbereen,51.55,-9.2667,62.4,89,0,4.65,1626745862
392,tsabong,-26.0217,22.401,46.8,32,0,11.07,1626745863
393,meadow lake,34.8014,-106.5436,89.08,28,58,10.25,1626745863
394,ilulissat,69.2167,-51.1,42.82,87,75,11.5,1626745703
395,katima mulilo,-17.5,24.2667,48.18,56,4,4.09,1626745863
396,mungwi,-10.1732,31.3694,48.22,81,0,3.83,1626745864
397,mount gambier,-37.8333,140.7667,49.91,62,40,26.46,1626745864
398,santa maria,-29.6842,-53.8069,38.5,100,0,0.0,1626745803
399,nyimba,-14.5566,30.8149,55.13,72,42,2.33,1626745864
400,denpasar,-8.65,115.2167,80.26,83,20,2.3,1626745739
401,prudentopolis,-25.2131,-50.9778,37.87,80,19,2.35,1626745865
402,rapid city,44.0805,-103.231,87.69,35,1,3.0,1626745865
403,caraballeda,10.6112,-66.8522,81.86,86,99,1.14,1626745865
404,rosarito,32.3333,-117.0333,87.67,62,0,10.67,1626745686
405,broken hill,-31.95,141.4333,51.51,54,98,19.57,1626745691
406,navrongo,10.8956,-1.0921,78.21,76,99,6.49,1626745866
407,joutseno,61.118,28.5076,58.77,68,100,10.63,1626745866
408,ruteng,-8.6136,120.4721,73.0,54,8,0.72,1626745866
409,praia,14.9215,-23.5087,75.74,88,75,2.3,1626745866
410,laguna,38.421,-121.4238,100.22,28,1,7.0,1626745867
411,marigot,18.0667,-63.0833,82.62,74,20,13.8,1626745867
412,chumikan,54.7183,135.315,59.95,77,100,1.88,1626745710
413,cabedelo,-6.9811,-34.8339,75.87,83,27,11.77,1626745578
414,may pen,17.9645,-77.2451,85.21,82,88,1.66,1626745868
415,ambato,-1.2491,-78.6168,54.09,99,100,6.33,1626745868
416,chillan,-36.6066,-72.1034,53.92,71,56,10.36,1626745654
417,estelle,29.8458,-90.1067,84.2,77,1,4.09,1626745868
418,ancud,-41.8697,-73.8203,51.33,96,100,3.02,1626745732
419,lasa,46.6166,10.7002,65.28,91,8,4.25,1626745724
420,mehamn,71.0357,27.8492,43.83,79,29,24.79,1626745701
421,sohag,26.557,31.6948,88.09,17,41,6.71,1626745869
422,aykhal,66.0,111.5,65.95,55,10,4.85,1626745753
423,kimbe,-5.5502,150.1429,84.51,71,96,6.26,1626745869
424,vardo,70.3705,31.1107,45.05,72,95,16.98,1626745870
425,parkes,-33.1333,148.1833,50.36,70,100,13.71,1626745870
426,port shepstone,-30.7414,30.455,58.78,37,0,6.33,1626745711
427,marienburg,54.0359,19.0266,61.95,90,0,4.56,1626745870
428,pachino,36.7186,15.0907,77.04,81,0,2.77,1626745871
429,manama,26.2154,50.5832,93.38,66,0,4.61,1626745871
430,robertsport,6.7533,-11.3686,77.14,87,100,10.36,1626745871
431,danielskuil,-28.1887,23.5395,41.86,38,4,8.75,1626745871
432,funadhoo,6.15,73.2667,82.44,74,91,9.62,1626745872
433,tarbes,43.25,0.1667,64.87,94,20,5.75,1626745872
434,matagami,49.7502,-77.6328,50.11,93,90,6.91,1626745872
435,harnosand,62.6323,17.9379,57.2,71,100,13.53,1626745873
436,shiyan,32.6475,110.7781,79.79,83,98,2.33,1626745873
437,souillac,-20.5167,57.5167,70.18,68,40,12.66,1626745670
438,vila velha,-20.3297,-40.2925,67.95,88,75,10.36,1626745613
439,kingsland,30.8,-81.6898,78.73,67,100,4.47,1626745873
440,taltal,-25.4,-70.4833,57.74,78,10,2.1,1626745874
441,korla,41.7597,86.1469,77.34,37,40,5.93,1626745699
442,kabalo,-6.05,26.9167,70.47,42,0,3.31,1626745874
443,panguna,-6.3164,155.4848,81.23,64,66,3.47,1626745874
444,liverpool,53.4106,-2.9779,67.6,77,0,2.48,1626745875
445,acapulco,16.8634,-99.8901,85.82,74,75,9.22,1626745729
446,walvis bay,-22.9575,14.5053,57.09,72,2,11.07,1626745875
447,galveston,29.3669,-94.9669,84.96,88,75,13.8,1626745875
448,xinyu,27.8043,114.9334,87.08,69,99,3.02,1626745876
449,guiyang,26.5833,106.7167,73.89,83,40,2.24,1626745876
450,muros,42.7762,-9.0603,66.99,85,100,2.75,1626745876
451,upington,-28.4478,21.2561,55.78,28,0,10.36,1626745877
452,hasaki,35.7333,140.8333,91.29,72,52,8.7,1626745726
453,samarai,-10.6167,150.6667,80.37,71,100,13.49,1626745718
454,kurumkan,54.3,110.3,65.98,81,72,5.68,1626745877
455,young,-32.6833,-57.6333,40.23,79,0,5.64,1626745877
456,iqaluit,63.7506,-68.5145,44.33,75,75,4.0,1626745702
457,nouadhibou,20.931,-17.0347,78.78,65,98,14.97,1626745878
458,okha,53.5739,142.9478,62.85,64,1,8.34,1626745878
459,tarko-sale,64.9225,77.785,60.82,65,2,5.3,1626745878
460,srednekolymsk,67.45,153.6833,63.36,42,100,8.68,1626745680
461,saint-joseph,-21.3667,55.6167,68.38,73,35,16.13,1626745879
462,bonthe,7.5264,-12.505,76.41,89,76,6.22,1626745879
463,bangassou,4.7413,22.8184,66.96,97,100,1.54,1626745879
464,ampanihy,-24.7,44.75,66.31,71,57,6.53,1626745880
465,atar,20.5169,-13.0499,91.18,27,88,7.07,1626745686
466,daloa,6.8774,-6.4502,70.9,94,95,3.98,1626745880
467,pangody,65.85,74.4859,59.94,60,11,3.56,1626745752
468,zhangjiakou,40.81,114.8794,78.04,67,37,8.63,1626745714
469,guilin,25.2819,110.2864,80.71,80,100,2.82,1626745881
470,kijang,35.2442,129.2139,89.33,70,100,8.08,1626745881
471,hohhot,40.8106,111.6522,77.29,61,0,4.47,1626745881
472,yushala,57.0761,64.2601,58.75,84,0,1.7,1626745881
473,dalton,34.7698,-84.9702,75.61,92,90,0.0,1626745882
474,ouesso,1.6136,16.0517,71.02,85,99,2.01,1626745882
475,trinidad,-14.8333,-64.9,62.33,40,57,4.7,1626745882
476,sapouy,11.5544,-1.7736,74.37,86,95,6.89,1626745883
477,lahaina,20.8783,-156.6825,86.0,80,8,14.81,1626745883
478,neuquen,-38.9516,-68.0591,42.69,65,90,2.3,1626745883
479,puerto madryn,-42.7692,-65.0385,53.33,49,100,3.47,1626745883
480,benin,9.5,2.25,70.7,97,36,6.91,1626745884
481,fergus falls,46.283,-96.0776,76.15,77,1,0.0,1626745884
482,minot,48.2325,-101.2963,92.39,50,1,1.99,1626745884
483,san lawrenz,36.0553,14.204,74.86,91,0,1.01,1626745885
484,iquique,-20.2208,-70.1431,57.24,74,78,7.02,1626745885
485,ozinki,51.1786,49.6769,80.04,47,5,1.72,1626745885
486,puerto narino,-3.7703,-70.3831,73.35,85,100,0.43,1626745885
487,takoradi,4.8845,-1.7554,74.88,86,61,8.43,1626745641
488,phra phutthabat,14.7253,100.7954,78.35,83,100,7.49,1626745886
489,tautira,-17.7333,-149.15,84.22,81,100,22.37,1626745745
490,arona,28.0996,-16.681,74.01,49,0,9.22,1626745886
491,haukipudas,65.1765,25.3523,53.65,95,100,13.82,1626745886
492,charters towers,-20.1,146.2667,72.88,25,6,9.17,1626745887
493,khovu-aksy,51.1333,93.6,64.94,61,41,1.63,1626745887
494,vicuna,-30.0319,-70.7081,42.53,10,2,5.86,1626745717
495,quatre cocos,-20.2078,57.7625,69.91,65,5,20.2,1626745758
496,wahiawa,21.5028,-158.0236,86.32,62,75,12.66,1626745888
497,virovitica,45.8319,17.3839,67.01,95,31,3.89,1626745888
498,chimbote,-9.0853,-78.5783,63.27,85,14,8.5,1626745888
499,talladega,33.4359,-86.1058,75.47,97,90,0.0,1626745864
500,port macquarie,-31.4333,152.9167,62.89,38,4,8.79,1626745374
501,turayf,31.6725,38.6637,84.45,21,0,11.5,1626745889
502,bangui,4.3612,18.555,75.38,94,75,0.0,1626745889
503,la ronge,55.1001,-105.2842,64.62,67,1,4.61,1626745731
504,mlowo,-9.0,32.9833,48.69,89,0,3.6,1626745889
505,andra,62.5147,65.8878,68.25,58,34,6.51,1626745889
506,la tuque,47.4334,-72.7824,71.85,68,5,3.44,1626745890
507,maan,5.9339,124.7356,86.36,63,73,4.97,1626745890
508,ende,-8.8432,121.6623,84.27,57,7,2.59,1626745890
509,rudnogorsk,57.2639,103.7519,74.62,38,8,4.68,1626745891
510,methala,10.2166,76.2166,77.0,91,85,2.44,1626745891
511,stettler,52.3168,-112.7186,73.15,73,42,10.36,1626745891
512,mirnyy,62.5353,113.9611,70.83,48,100,3.98,1626745719
513,cumberland,35.0502,-78.8664,74.21,95,90,4.61,1626745892
514,along,28.1667,94.7667,81.48,87,80,0.72,1626745747
515,cuamba,-14.8031,36.5372,64.51,62,97,1.9,1626745892
516,san pedro,14.35,121.0167,83.43,84,75,10.36,1626745892
517,chastyye,57.2888,54.9728,67.23,74,48,4.07,1626745893
518,tabas,33.5959,56.9244,85.77,15,6,5.64,1626745893
519,pasighat,28.0667,95.3333,84.11,85,28,1.63,1626745710
520,pierre,44.3683,-100.351,85.12,45,1,17.27,1626745893
521,vallenar,-28.5708,-70.7581,60.71,36,0,1.23,1626745894
522,kribi,2.95,9.9167,75.67,88,38,8.19,1626745894
523,petropavlovsk-kamchatskiy,53.0452,158.6483,59.59,88,75,4.47,1626745737
524,oyama,36.3,139.8,92.82,48,81,2.51,1626745894
525,aripuana,-9.1667,-60.6333,72.61,60,0,2.48,1626745894
526,sao sebastiao,-23.76,-45.4097,56.17,67,44,5.06,1626745895
527,penzance,50.1186,-5.5371,63.77,83,27,5.08,1626745895
528,lichtenburg,-26.152,26.1597,37.47,45,0,4.97,1626745895
529,fare,-16.7,-151.0167,78.26,77,100,24.43,1626745896
530,broome,42.2506,-75.833,72.18,93,1,2.21,1626745640
531,mocorito,25.4833,-107.9167,90.27,58,47,1.07,1626745896
532,launceston,-41.45,147.1667,51.62,82,90,1.99,1626745708
533,saint-pierre,-21.3393,55.4781,69.48,68,0,20.71,1626745896
534,nenjiang,49.1833,125.2167,73.72,93,100,5.79,1626745866
535,bonnyville,54.2668,-110.735,65.52,46,60,7.9,1626745897
536,karratha,-20.7377,116.8463,78.24,35,100,5.88,1626745652
537,kuruman,-27.4524,23.4325,42.37,39,0,8.66,1626745897
538,omboue,-1.5746,9.2618,71.62,87,89,5.79,1626745898
539,beira,-19.8436,34.8389,60.93,81,1,7.29,1626745898
540,bengkulu,-3.8004,102.2655,79.56,76,90,2.89,1626745708
541,dzilam gonzalez,21.2833,-88.9333,79.32,83,2,7.02,1626745898
542,camacha,33.0833,-16.3333,68.54,68,75,8.05,1626745899
543,mankono,8.0586,-6.1897,71.87,92,96,8.63,1626745899
544,matara,5.9485,80.5353,81.07,80,81,13.58,1626745769
545,bridlington,54.0831,-0.1919,62.15,92,43,3.69,1626745899
546,kikwit,-5.041,18.8162,69.01,35,4,2.84,1626745900
547,khirkiya,22.1674,76.8605,77.95,87,100,12.64,1626745900
548,dicabisagan,17.0818,122.4157,86.99,65,100,1.52,1626745900
549,mwanza,-2.5167,32.9,67.98,45,20,10.45,1626745901
550,berezovyy,51.6667,135.7,84.29,43,100,3.67,1626745901
551,pinega,64.7001,43.3936,54.9,69,74,6.55,1626745681
552,yugo-kamskiy,57.7053,55.5894,62.62,77,27,3.29,1626745901
553,pyaozerskiy,65.8333,31.1667,53.55,74,100,11.48,1626745901
554,ushi,40.3487,44.3725,70.5,46,5,4.0,1626745902
555,verkhovye,52.8119,37.2425,63.21,87,66,3.85,1626745902
556,kununurra,-15.7667,128.7333,82.38,17,49,13.8,1626745669
557,yanam,16.7333,82.2167,82.8,79,100,10.78,1626745902
558,dire dawa,9.5931,41.8661,69.4,64,100,8.99,1626745903
559,tanete,-3.9443,119.7848,86.07,63,42,9.75,1626745903
560,catamayo,-3.9833,-79.35,63.97,88,95,5.77,1626745903
561,ugoofaaru,5.6667,73.0,82.47,75,84,8.37,1626745714
562,kutum,14.2,24.6667,73.44,69,71,14.45,1626745864
563,san roque,36.2107,-5.3842,68.81,87,0,8.59,1626745904
564,ust-kulom,61.6864,53.6902,64.27,83,37,6.11,1626745858
565,maragheh,37.3917,46.2398,75.85,37,0,8.39,1626745904
566,fasa,28.9383,53.6482,78.04,73,90,0.0,1626745690
567,moroni,-11.7022,43.2551,75.6,78,5,11.45,1626745905
568,salalah,17.0151,54.0924,77.09,100,90,5.75,1626745696
569,macusani,-14.0833,-70.4333,36.3,80,90,2.62,1626745905
570,tete,-16.1564,33.5867,68.14,56,0,0.0,1626745905
571,fort saint james,54.4333,-124.25,70.07,49,59,0.72,1626745906
572,athabasca,54.7169,-113.2854,65.89,51,28,7.96,1626745906
573,fort stewart,31.8722,-81.61,75.78,66,75,3.44,1626745906
574,diffa,13.3154,12.6113,80.87,55,40,8.14,1626745709
575,novobirilyussy,56.9514,90.6661,60.76,77,99,2.26,1626745907
576,kirkwall,58.9848,-2.9587,55.74,94,90,8.05,1626745907
577,huarmey,-10.0681,-78.1522,63.84,83,16,8.43,1626745907
578,gat,31.61,34.7642,79.48,100,7,4.34,1626745907
579,marsabit,2.3284,37.9899,59.52,75,85,16.11,1626745908
580,katherine,-14.4667,132.2667,79.12,31,80,13.8,1626745722
581,the valley,18.217,-63.0578,82.26,76,47,19.98,1626745908
582,anadyr,64.75,177.4833,48.7,93,90,4.0,1626745725
